TransactionID,CustomerID,TransactionDate,Year,ProductCategory,ProductID,ProductName,Price,Quantity,TotalAmount,Discount,FinalAmount,StoreID,StoreLocation,SalespersonID,SalespersonName,CustomerAge,CustomerGender,CustomerRegion,PaymentMethod
a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,eb068b1e-6fc0-474f-97d7-14f13192c29c,09-08-2021,2020,Home Decor,P6655,describe,78.07,9,702.6299999999999,0.46,379.42019999999997,S55,Lake Sarahhaven,SP29,Kathleen Lowe,61,Female,East,Online Payment
fc377a4c-4a15-444d-85e7-ce8a3a578a8e,178cb5a0-3b66-4afa-bcf8-b9130ed40264,28-07-2024,2021,Electronics,P9711,wife,314.82,6,1888.92,0.4,1133.352,S39,Smithfurt,SP12,Patricia White,35,Female,West,Credit Card
ddd1dfb2-3b98-4ef8-9af6-1a26146d3f31,69bea8c9-3a24-4c19-8292-9d3d96afa28a,01-10-2021,2023,Home Decor,P7597,of,279.86,4,1119.44,0.05,1063.468,S46,West Andreaburgh,SP7,Megan Alvarez,28,Female,East,Credit Card
7412b293-4729-4739-a14f-f3d719db3ad0,cec7b903-e369-41c0-80a8-5dbdbf5a910f,03-01-2023,2022,Furniture,P8812,idea,298.95,5,1494.75,0.27,1091.1675,S56,West Alexander,SP24,Billy Macias,21,Female,West,Cash
29a3b2e9-5d65-4441-9588-42dea2bc372f,0bb8382f-916b-4250-8945-8e1bcb0de65c,15-11-2021,2022,Clothing,P3090,artist,380.44,7,2663.08,0.07,2476.6643999999997,S6,Melaniefort,SP4,David Mcguire,27,Other,South,Online Payment
ab9099a4-35a2-40ae-9af3-05535ec42e08,df8db157-03d0-4453-8d40-9bc9fdae2920,21-08-2024,2021,Home Decor,P5244,base,58.33,6,349.98,0.39,213.4878,S45,Shannonfurt,SP22,Brandi Douglas,36,Female,South,Cash
aefcfad8-efc8-4849-b3aa-7efe4458a885,0e8fed60-d007-4d07-bffa-ea11b8469295,10-09-2022,2021,Clothing,P1155,game,140.41,6,842.46,0.44,471.77760000000006,S86,Bobbyshire,SP50,Jeremy Lee,51,Male,East,Credit Card
a28defe3-9bf0-4273-9247-6f57a5e5a5ab,704532d5-2070-43f0-8e80-ea41139cd2b0,02-03-2024,2022,Furniture,P9414,store,141.59,8,1132.72,0.41,668.3048000000001,S78,West Monicahaven,SP10,Scott Evans,37,Male,North,Cash
3eabedcb-baa8-4dd4-88bd-64072bcfbe01,506a8dd3-0b31-424f-8858-35db2e3b5fd6,16-07-2024,2020,Books,P3547,medical,354.62,10,3546.2,0.41,2092.2580000000003,S47,Ryanview,SP1,Debra Logan,30,Male,North,Debit Card
451b4cf3-6123-4df7-b656-af7229d4beef,e3f2df80-a7bb-4612-9a37-ef9d5983ce94,14-07-2021,2020,Clothing,P3070,bit,229.4,3,688.2,0.28,495.504,S52,North Clayton,SP41,Michael Bennett,66,Other,West,Debit Card
b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,21351574-4adb-4f79-bf82-bf843e86cc14,01-12-2022,2023,Furniture,P3337,top,85.64,3,256.92,0.21,202.96680000000003,S27,Murphystad,SP24,Wayne Andrews,40,Other,West,Credit Card
5304317f-af42-412f-b838-b3268e944239,a8575900-7a8c-4c36-a5d7-71639b2aeea6,29-01-2024,2020,Electronics,P7206,science,68.63,1,68.63,0.27,50.0999,S39,Trujillobury,SP47,Pamela Cruz,21,Other,North,Credit Card
0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,138d8006-13a9-4a92-a816-4d181f540e96,09-11-2021,2022,Clothing,P5380,use,478.27,4,1913.08,0.42,1109.5864000000001,S32,Schmidthaven,SP15,Maureen Tran,49,Female,North,Credit Card
ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,34b34dcb-8b2c-45b5-b039-0686400d083a,30-09-2021,2022,Electronics,P1866,before,66.34,1,66.34,0.47,35.1602,S97,Lunafurt,SP22,Kenneth Randolph,35,Male,North,Debit Card
10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,d03c9c2c-bc37-49b1-b48b-9a8c7eb3aefc,26-03-2021,2022,Furniture,P7064,street,434.53,1,434.53,0.46,234.6462,S12,Ronaldbury,SP13,Pamela Griffin,41,Male,West,Online Payment
9132b63e-f162-47e4-a9c3-49e03602f8ac,dbd7b4b4-ea44-4cc9-a5cb-bf135b619ebe,25-12-2023,2020,Electronics,P5081,mission,278.52,5,1392.6,0.12,1225.4879999999998,S65,East Pedroton,SP50,Sarah Hayes,18,Male,East,Credit Card
366eb16f-508e-4ad7-b7c9-3acfe059a0ee,4d7efc8e-b68f-40dc-b18b-f53a3864bf75,23-09-2021,2023,Home Decor,P7852,business,187.57,5,937.8499999999999,0.23,722.1445,S7,Hollandberg,SP6,Mary Gutierrez,66,Female,East,Cash
e27a984d-6548-41d0-bfcd-9eb1a7cad415,8d28eef5-c7bb-4cf8-9def-5cc2f1015bfe,22-09-2021,2020,Books,P8500,Democrat,161.06,10,1610.6,0.07,1497.8579999999997,S81,North Victoriaborough,SP13,Matthew Brown,65,Other,South,Debit Card
24933b83-7577-40a9-a491-f0b2ea1fca65,3e84455f-a755-4468-9e74-e1224aed4cc8,19-09-2023,2023,Electronics,P3999,under,361.65,7,2531.5499999999997,0.33,1696.1384999999996,S84,Smithview,SP47,Stephanie Moore,56,Female,South,Debit Card
beb79919-3f22-4af8-a3be-d01d43cf2fde,51a0bd7c-447d-40b8-a49a-3cd986df42bd,09-08-2021,2020,Home Decor,P8191,central,277.31,5,1386.55,0.06,1303.357,S57,Rivasview,SP8,Terry Tyler,31,Female,South,Cash
bf3c4c06-4343-48bc-89fa-6a688fb5d27b,1ab88733-80e1-4c41-8a9a-727fb2a12a55,11-01-2023,2022,Books,P6799,stay,316.3,7,2214.1,0.31,1527.7289999999998,S27,Orrland,SP33,Ann Schmidt,65,Male,North,Debit Card
956269f0-e5d7-4875-adad-d6c795a76d79,692c6843-e682-4710-98bd-19da0dd2c843,02-06-2021,2022,Furniture,P8678,season,324.93,2,649.86,0.47,344.42580000000004,S76,East Williamborough,SP18,Zachary Woods,33,Male,West,Debit Card
ff50bde4-3825-47b8-9cab-cc97663f1c97,7c781b98-9f32-4d3e-b358-206db49bc1ef,07-06-2021,2021,Furniture,P9228,billion,200.79,3,602.37,0.01,596.3463,S19,Davidview,SP24,Denise Poole,29,Other,East,Debit Card
7e570ddf-8270-40a8-a369-b584ff5e9ff0,e97c0ea5-341c-4d10-9415-0ad9479fea14,21-03-2024,2020,Clothing,P5699,pass,166.67,10,1666.6999999999998,0.08,1533.3639999999998,S3,Jessicaside,SP27,Jeffrey Buck,50,Female,South,Debit Card
dc713d96-0c0f-4195-817a-f08a1745d6d8,855fecc6-f9d7-4979-9767-a6da231b0c86,19-04-2021,2020,Home Decor,P5519,rest,418.86,4,1675.44,0.09,1524.6504,S93,Lake Ashley,SP2,Renee Chandler,21,Male,North,Credit Card
28f49481-a0a0-4dc4-a720-9bdf1c11f735,8d8f2868-bded-49cc-8e10-7ed63b046707,14-07-2024,2021,Toys,P8008,for,22.09,10,220.9,0.24,167.88400000000001,S5,Charlesville,SP22,Rebecca Schmitt,55,Other,South,Cash
98ae4334-6c12-4ce8-ae34-0454cac5b68c,b993c041-5f54-4332-9f6c-6a8635f4ffba,16-12-2022,2022,Books,P9529,with,145.04,1,145.04,0.41,85.57360000000001,S18,Steveshire,SP40,Amy Nelson,58,Male,South,Debit Card
988c24c9-61b1-4d22-a280-1c4510435a10,092e9fab-2457-4251-89b6-7093d0fe42af,05-07-2024,2020,Clothing,P4748,throw,284.98,1,284.98,0.03,276.4306,S45,West Jesusmouth,SP40,Aaron Miller,54,Other,West,Debit Card
405cacec-8774-49a9-b7d2-1e02ff01cf99,70b6052f-b2c6-4986-bc2f-db76fa584a4b,23-07-2022,2021,Clothing,P6000,technology,286.42,3,859.26,0.35,558.519,S68,New John,SP15,Mrs. Jacqueline Chavez,56,Female,East,Credit Card
f143262f-dc5c-4eed-8da0-365bf89897b9,f3fac150-7429-4f81-83a2-15ffa660604f,01-10-2023,2020,Furniture,P2424,admit,442.21,6,2653.2599999999998,0.4,1591.956,S45,Nicolechester,SP19,Julia Barnes,68,Other,East,Online Payment
1d53434b-b881-49b9-ae27-0da702f06b90,d61968aa-7fb8-46b2-8573-3d101d3ebe5b,01-10-2024,2023,Electronics,P6007,central,32.65,2,65.3,0.49,33.303,S55,Lewiston,SP43,Patricia Reilly,47,Other,West,Credit Card
c0398710-8976-4334-a281-7efdae849217,9696e833-4728-4df6-8532-499e08a43ec0,24-01-2023,2022,Books,P7660,floor,360.05,3,1080.15,0.16,907.326,S43,Jessicaberg,SP10,Jimmy Lee,19,Female,North,Online Payment
5715bd6f-a416-4293-84c2-e2e3444ea7c8,f710900b-d3c1-4e3f-8ce7-db3f625966cc,16-10-2022,2023,Toys,P6123,western,70.27,2,140.54,0.14,120.86439999999999,S98,Snyderside,SP16,Marvin Castillo,26,Other,South,Online Payment
287d06ca-6f4c-469a-8b22-d3081c8eaee9,dac5609e-4772-4adf-8f49-d01a15a15a52,24-07-2023,2022,Furniture,P2476,majority,36.62,4,146.48,0.4,87.88799999999999,S28,Michellehaven,SP10,Phillip Morgan,34,Other,East,Online Payment
b8db0672-f42d-47cc-80d4-af5974273ca3,04d340e8-7ecf-4fc6-a249-a5869c186d49,29-06-2021,2021,Furniture,P2302,relationship,38.61,8,308.88,0.27,225.48239999999998,S31,Briggshaven,SP9,Frederick Smith,35,Female,North,Cash
f8cda88b-436d-46e2-b83c-fe0be037e5ed,71ab4711-6279-4a6e-a1f1-4c98dcdeadc8,27-01-2023,2022,Toys,P2256,trip,80.03,6,480.18,0.32,326.52239999999995,S99,Davenportmouth,SP47,Molly Allen,18,Male,North,Cash
81f76d1c-2dbc-4134-830f-f46e8026695f,611b92ab-34aa-4abd-b975-74330b5ed148,07-06-2021,2022,Electronics,P4932,above,263.78,7,1846.4599999999998,0.03,1791.0661999999998,S61,Barkerberg,SP46,Richard Vance,37,Male,East,Online Payment
a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,88516447-6e5b-4598-a8f0-e3e02f369832,12-10-2022,2021,Home Decor,P2534,color,470.36,6,2822.16,0.44,1580.4096000000002,S91,West Kim,SP46,Michael Wilson,68,Other,East,Online Payment
81f631d4-a392-41a7-9777-a4774c66e0a8,0803ad31-4e1e-4f3d-a910-22b80d60e364,05-09-2021,2022,Home Decor,P3705,worker,121.33,9,1091.97,0.14,939.0942,S62,Port Norma,SP8,Mallory Shields,30,Other,West,Credit Card
5fb8d16c-2720-497d-b2eb-d6899be578c7,efede7bb-5909-47d6-8353-b9e48aa2f756,22-03-2021,2020,Toys,P1940,near,378.56,10,3785.6,0.23,2914.912,S62,Lake Amanda,SP1,Sara Sampson,23,Female,North,Online Payment
f4188f3f-8a14-4e62-a95b-4715c333e861,c125798e-9bd6-4690-a8f9-4c8806a76b07,17-04-2024,2021,Books,P2385,one,486.3,7,3404.1,0.22,2655.198,S31,Port Kathrynhaven,SP39,Samuel Merritt,19,Female,East,Credit Card
eb2263dd-87c5-421e-ac24-a3c5c754108f,d4022243-ec35-4b0c-9612-66fbe4a6bf51,26-03-2022,2021,Electronics,P5683,suggest,172.39,4,689.56,0.16,579.2303999999999,S3,East John,SP6,Russell Smith,57,Female,East,Credit Card
7d154385-52fb-443b-9954-6eb400257ad1,c0d978e7-cf6c-4143-8335-5860e84e9da0,25-08-2021,2021,Electronics,P9074,real,209.26,6,1255.56,0.13,1092.3372,S87,North Samuel,SP10,Shaun Phillips,18,Other,South,Cash
5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,07001750-c1db-480a-b76f-6fff97491088,09-08-2023,2023,Clothing,P1175,behavior,376.67,10,3766.7000000000003,0.31,2599.023,S26,Ronaldport,SP38,April Henry,47,Other,East,Credit Card
ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,9f1c9fd4-d449-4964-b9cd-213b5748218a,25-09-2024,2023,Electronics,P7946,figure,248.77,6,1492.6200000000001,0.22,1164.2436000000002,S13,Washingtonchester,SP18,Madison Collier,48,Other,East,Credit Card
3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,c8594dfb-6d73-4d1d-9da1-497a6f1f9af1,16-04-2023,2022,Toys,P9334,best,274.83,8,2198.64,0.25,1648.98,S49,Shawfurt,SP17,Dale Michael,24,Other,West,Credit Card
14296c07-f26b-4776-913e-4de2e0c53cb8,c09d557f-bc44-4fbc-adb6-8854baae905c,24-07-2022,2021,Books,P3235,call,264.72,1,264.72,0.16,222.3648,S64,Marioside,SP48,Jamie Bell,60,Other,East,Cash
d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,8da4afbe-1bf5-4332-8eb1-8cd30e9f52f7,19-06-2021,2022,Electronics,P8858,cause,322.7,9,2904.2999999999997,0.3,2033.0099999999998,S89,South Teresa,SP15,Brian Kirby,53,Male,North,Online Payment
885f6e66-c2b6-42c5-ba5d-310011b7e948,eeb687c3-b8a6-4bf6-b3d5-4f3e635b36bd,17-03-2022,2020,Clothing,P9156,though,201.02,7,1407.14,0.04,1350.8544,S72,Autumnshire,SP47,Bryan Munoz,29,Female,South,Online Payment
a8e56e0c-20de-435d-a031-d750c40db9b4,fdab0afa-dbc7-445d-8994-41c5ad8f6932,13-02-2022,2021,Home Decor,P9437,none,81.72,2,163.44,0.41,96.42960000000001,S62,Cookland,SP7,Ryan Stevens,33,Other,South,Debit Card
2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,6c8073b7-76a8-4a27-88e6-1f32f01f333c,16-07-2024,2020,Electronics,P9722,machine,412.31,10,4123.1,0.43,2350.1670000000004,S14,West Daisy,SP18,Anthony Wilson,61,Other,East,Debit Card
9b49bd26-df57-459a-8715-a10343dac043,c4ddfe54-917c-4f11-b81e-d083929614b5,01-05-2023,2022,Electronics,P3042,today,408.11,10,4081.1000000000004,0.27,2979.203,S76,South Marcusstad,SP45,Ryan Bowman,39,Other,South,Credit Card
edcd465e-3638-4821-b6e0-7cc06c52c49f,f5d68c8f-299c-4d73-8295-f5c984d77929,12-09-2022,2023,Books,P7643,project,227.01,4,908.04,0.34,599.3063999999999,S21,Carolburgh,SP42,Jessica Jordan,62,Female,East,Debit Card
b09b2a5c-badc-432a-8159-0f538a0f4efb,fe1be3e9-bee1-4c65-b7a3-19c6619c4a06,08-06-2023,2022,Toys,P1227,firm,62.05,2,124.1,0.42,71.97800000000001,S54,Hillmouth,SP5,Kristopher Irwin,62,Female,East,Online Payment
66245bfa-4fcc-439a-b683-d2e6337ea2df,e85fda55-21c2-48f3-bcfc-7050ecb697a2,02-05-2023,2020,Toys,P4115,free,456.16,5,2280.8,0.37,1436.9040000000002,S14,Christopherland,SP18,Andrew Conrad,33,Female,North,Credit Card
5f987c71-a65e-488e-abf3-ad39fec21bbe,aebeca58-ccb1-4c1e-87db-f6a203e30f78,20-12-2021,2021,Clothing,P1119,century,134.07,6,804.42,0.23,619.4034,S48,Tarafurt,SP2,Anthony Murray,26,Male,West,Cash
7394988f-847f-49b4-a64d-1bcb702753a1,ffb1c192-15e5-4e78-863e-9bb3f37296a2,12-02-2021,2022,Electronics,P7962,when,123.44,9,1110.96,0.03,1077.6312,S37,South Scott,SP35,Samantha Roy,66,Female,North,Cash
1064005c-3985-43cf-bf76-be1d1efa2197,4bbb2e9a-8af5-4d42-8576-7c743ffb9577,29-07-2022,2021,Books,P9754,memory,324.16,5,1620.8000000000002,0.29,1150.768,S71,Port Kaitlinville,SP32,Scott Dixon,49,Other,North,Online Payment
8dcdcd03-969b-4662-8562-8059568cc69b,09e218a7-6504-45b5-9232-78bf56688530,22-09-2021,2023,Clothing,P6653,world,281.05,4,1124.2,0.16,944.328,S62,Colemanmouth,SP33,Michael Henry,48,Other,West,Credit Card
01d74256-3860-4ab6-96a4-02f23ae8cc93,44cca057-5c98-48f4-8636-8d129d94813f,23-12-2024,2023,Toys,P5001,same,30.98,5,154.9,0.3,108.42999999999999,S87,West Christie,SP15,Michelle Chavez,58,Other,South,Debit Card
0f1259e0-a18f-46b6-b535-106e122c9a56,a72d0bf4-c84d-46c0-8021-a347a8c34b25,02-06-2021,2023,Furniture,P9652,bad,422.23,6,2533.38,0.28,1824.0336,S20,Kristinland,SP17,Katie Wagner,59,Male,North,Online Payment
080aadfb-e7c9-4b26-9141-25c63a9bedd4,0328a80d-9ba5-458b-8585-36b7cf6d2a9d,13-07-2024,2021,Clothing,P1693,spring,116.63,7,816.41,0.15,693.9485,S2,Kimberlychester,SP45,Daniel Bailey,32,Other,South,Cash
839fbc50-1223-4513-9496-f63cdc1110c1,a928a5b2-9185-4abd-8e90-ae4a1fd28b9e,14-10-2022,2022,Furniture,P8350,woman,25.99,7,181.92999999999998,0.25,136.4475,S14,Oliviafurt,SP13,Joseph Myers,49,Other,East,Debit Card
7c441fe7-ab42-40a7-874a-493b3ceddf2d,d8fbd542-43b7-4bf2-9604-153c522c5c44,10-06-2023,2021,Furniture,P3761,political,113.41,4,453.64,0.3,317.54799999999994,S19,Morenochester,SP44,Whitney Griffin,45,Male,East,Debit Card
b92da22b-21df-406f-8a0b-3c3336d8393a,046b96f9-7675-4903-b19d-722f2dc4d065,05-01-2021,2021,Clothing,P9577,different,120.17,2,240.34,0.36,153.8176,S34,Lake Alan,SP41,Jonathan Mcmillan,40,Other,South,Online Payment
93829b43-922f-415a-a1e3-db63ef7ddc76,09791408-7768-4441-8245-59a5709de505,11-11-2021,2022,Clothing,P4687,least,80.55,2,161.1,0.2,128.88,S86,New Stephaniestad,SP30,Shane Landry,39,Female,East,Debit Card
7914c120-c8dc-419f-be35-11287900f7f9,a34321bf-7aee-47df-9bd5-5037f7444596,20-06-2023,2023,Books,P3864,maybe,435.89,4,1743.56,0.2,1394.848,S8,North Mary,SP31,Jessica Lam,34,Male,West,Cash
1825bc54-30be-445f-a835-14f2ceb81f9d,689ab92d-37c4-46a1-8e7d-e390d825b478,15-08-2024,2023,Clothing,P2230,time,252.79,9,2275.11,0.27,1660.8303,S18,Muellerton,SP38,Robert Garza,46,Male,East,Cash
5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,145d2f7e-f057-412b-945e-b87f0eff6a6b,29-05-2024,2022,Home Decor,P7013,Mrs,164.86,9,1483.7400000000002,0.25,1112.8050000000003,S48,Port Jillshire,SP49,Brian Gamble,43,Other,East,Cash
dd2467ac-778e-4db3-a93d-ffbc6c6fa611,8d2bb00b-9c3e-4d79-a5a4-b1b446c524a5,28-09-2021,2021,Toys,P3184,home,379.2,6,2275.2,0.28,1638.1439999999998,S38,Pearsonberg,SP35,Rebecca Robinson,22,Other,North,Online Payment
a748dbcf-ac61-4e63-8dde-29a6baa4b71a,70c0a4f6-1065-4764-b40b-077950640ae6,10-10-2021,2021,Electronics,P9416,military,336.78,1,336.78,0.22,262.6884,S44,West Duane,SP10,Christian Barrett,46,Male,West,Debit Card
0f844fef-1931-49ee-a56c-0941fbf24050,c96782fb-c417-4ebd-820c-be742e07a11f,07-02-2021,2023,Clothing,P6788,husband,14.53,4,58.12,0.1,52.308,S42,Katherineborough,SP45,Garrett Griffin,26,Male,South,Online Payment
ccf3a171-56dc-4907-ba6c-34ab6712303a,7eb3a98f-de7a-49b4-8271-441846b1654a,19-10-2024,2020,Furniture,P1834,financial,383.94,5,1919.7,0.01,1900.503,S4,Kelseyburgh,SP20,Tracy Hill,46,Female,North,Credit Card
310c0c00-3fa7-4104-9bf9-0e27dc96925e,2cabb9ad-a15d-47c4-ba38-204b2091a706,29-09-2021,2020,Furniture,P7925,trade,248.65,3,745.95,0.08,686.2740000000001,S85,Jamesside,SP3,Susan White,40,Female,South,Cash
23e2fcb4-72d8-467d-894a-05e430b187ef,a7ee2f23-9e31-4cfd-9f09-87e9259b5aea,27-02-2024,2020,Clothing,P9118,later,336.47,4,1345.88,0.01,1332.4212,S8,New Courtneyview,SP49,Ronnie Parker,48,Female,South,Online Payment
766ecb15-474e-4c19-aef9-12766c006f61,a793eb81-1d4c-4eb7-bb90-6c080cb140ed,26-09-2022,2021,Electronics,P7211,cup,350.08,7,2450.56,0.24,1862.4256,S44,Penaton,SP10,Sandra Flynn,32,Male,North,Online Payment
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,81b85934-af37-4cf9-af2b-5e3109db40a9,26-05-2023,2021,Electronics,P3793,point,277.27,3,831.81,0.04,798.5375999999999,S38,Port Cynthiahaven,SP7,Margaret Cole,39,Female,North,Cash
db20a56e-dc81-4fe7-8eda-8bbb71710434,513cd464-9473-47cd-b0b8-1530dc4e557f,11-05-2024,2023,Books,P7115,away,24.86,3,74.58,0.12,65.6304,S76,West Alanborough,SP8,Gabriel Bradley,38,Other,North,Credit Card
a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,3a5b171c-b7a4-4108-8dac-20f90abd99fd,26-04-2023,2020,Books,P2855,edge,296.89,1,296.89,0.2,237.512,S5,West Angela,SP28,Carol Patrick,37,Other,South,Credit Card
03c72ba8-d605-4770-8a63-f881ffd0f9d5,fdf1d205-b6ec-484e-b3a2-dc1d0f916e97,14-01-2021,2023,Books,P6537,once,108.37,4,433.48,0.05,411.806,S65,Port Melissabury,SP34,Brian Escobar,53,Other,West,Cash
c0e9ab30-ed26-42e9-97e0-11b7f8102383,0420521e-41e7-4bba-b9ac-1a4f42516974,21-05-2021,2023,Electronics,P5092,story,293.46,4,1173.84,0.06,1103.4096,S96,Adkinsstad,SP10,David Lucero,24,Other,East,Online Payment
680ac07a-2a93-4d62-bc83-5dc0d9441fa5,d972c236-db84-4c06-984d-6427adaad2f9,07-10-2024,2023,Furniture,P9832,base,8.54,5,42.699999999999996,0.32,29.035999999999994,S93,Rossfort,SP15,Daniel Macias,36,Female,South,Credit Card
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,0b73a040-b7e3-4615-8a5a-5d575a742a53,10-02-2022,2022,Books,P2931,always,352.4,8,2819.2,0.33,1888.8639999999996,S5,West Markview,SP6,Amy Rodriguez,47,Other,North,Credit Card
2a25a888-0f02-4ad0-a706-7ef466aa9385,1bf2235c-5987-41e6-bc15-17fc99bf88ed,06-10-2021,2020,Clothing,P5752,why,292.88,5,1464.4,0.01,1449.756,S86,Gilmorestad,SP14,Michelle James,24,Female,North,Online Payment
